ts,open,high,low,close,volume
2024-01-02,100.0,100.3082,99.916,100.224,1000000.0
2024-01-03,100.224,100.7366,100.1699,100.6822,1030000.0
2024-01-04,100.6822,101.569,100.4889,101.3744,1060000.0
2024-01-05,101.3744,101.7622,101.3034,101.691,1090000.0
2024-01-08,101.691,102.2992,101.6218,102.2297,1120000.0
2024-01-09,102.2297,102.57,102.0314,102.3714,1150000.0
2024-01-10,102.3714,102.7757,102.3141,102.7182,1180000.0
2024-01-11,102.7182,103.3481,102.634,103.2635,1210000.0
2024-01-12,103.2635,103.5699,103.0776,103.3838,1240000.0
2024-01-15,103.3838,103.7358,103.3404,103.6922,1270000.0
2024-01-16,103.6922,104.2887,103.5927,104.1887,1300000.0
2024-01-17,104.1887,104.4252,104.0157,104.2521,1330000.0
2024-01-18,104.2521,104.5393,104.2229,104.5101,1360000.0
2024-01-19,104.5101,105.0861,104.3951,104.9706,1390000.0
2024-01-22,104.9706,105.1744,104.8111,105.0148,1420000.0
2024-01-23,105.0148,105.2945,105.0001,105.2798,1450000.0
2024-01-24,105.2798,105.9067,105.1492,105.7756,1480000.0
2024-01-25,105.7756,106.024,105.6296,105.8779,1000000.0
2024-01-26,105.8779,106.2248,105.8779,106.2248,1030000.0
2024-01-29,106.2248,106.9681,106.0782,106.8207,1060000.0
2024-01-30,106.8207,107.1606,106.6883,107.0279,1090000.0
2024-01-31,107.0279,107.4963,107.0129,107.4812,1120000.0
2024-02-01,107.4812,108.3415,107.3178,108.177,1150000.0
2024-02-02,108.177,108.5815,108.058,108.4622,1180000.0
2024-02-05,108.4622,109.0037,108.4318,108.9732,1210000.0
2024-02-06,108.9732,109.8854,108.7923,109.7033,1240000.0
2024-02-07,109.7033,110.0952,109.598,109.9896,1270000.0
2024-02-08,109.9896,110.5266,109.9434,110.4802,1300000.0
2024-02-09,110.4802,111.3733,110.2813,111.1732,1330000.0
2024-02-12,111.1732,111.4956,111.0821,111.4043,1360000.0
2024-02-13,111.4043,111.9019,111.3419,111.8393,1390000.0
2024-02-14,111.8393,112.7038,111.6223,112.4856,1420000.0
2024-02-15,112.4856,112.756,112.4091,112.6794,1450000.0
2024-02-16,112.6794,113.1811,112.6005,113.102,1480000.0
2024-02-19,113.102,113.3191,112.8696,113.0867,1000000.0
2024-02-20,113.0867,113.3813,113.0256,113.3201,1030000.0
2024-02-21,113.3201,113.9064,113.2249,113.8108,1060000.0
2024-02-22,113.8108,114.087,113.6082,113.8843,1090000.0
2024-02-23,113.8843,114.2693,113.8387,114.2237,1120000.0
2024-02-26,114.2237,114.9423,114.1117,114.8297,1150000.0
2024-02-27,114.8297,115.2015,114.6414,115.0129,1180000.0
2024-02-28,115.0129,115.4826,114.983,115.4526,1210000.0
2024-02-29,115.4526,116.2722,115.3233,116.1422,1240000.0
2024-03-01,116.1422,116.553,115.9679,116.3785,1270000.0
2024-03-04,116.3785,116.8592,116.3645,116.8452,1300000.0
2024-03-05,116.8452,117.6839,116.698,117.5358,1330000.0
2024-03-06,117.5358,117.9019,117.3759,117.7418,1360000.0
2024-03-07,117.7418,118.1637,117.7394,118.1613,1390000.0
2024-03-08,118.1613,118.9621,117.9959,118.7958,1420000.0
2024-03-11,118.7958,119.0836,118.6509,118.9385,1450000.0
2024-03-12,118.9385,119.3246,118.9195,119.3055,1480000.0
2024-03-13,119.3055,120.0916,119.1218,119.9069,1000000.0
2024-03-14,119.9069,120.1662,119.7774,120.0365,1030000.0
2024-03-15,120.0365,120.4579,120.0005,120.4218,1060000.0
2024-03-18,120.4218,121.2778,120.2195,121.0744,1090000.0
2024-03-19,121.0744,121.3936,120.9606,121.2796,1120000.0
2024-03-20,121.2796,121.8201,121.2263,121.7665,1150000.0
2024-03-21,121.7665,122.7627,121.5449,122.5397,1180000.0
2024-03-22,122.5397,122.9654,122.4417,122.8671,1210000.0
2024-03-25,122.8671,123.5474,122.7959,123.4757,1240000.0
2024-03-26,123.4757,124.6049,123.2337,124.3611,1270000.0
2024-03-27,124.3611,124.8547,124.279,124.7724,1300000.0
2024-03-28,124.7724,125.5309,124.6825,125.4406,1330000.0
2024-03-29,125.4406,125.8448,125.2023,125.6061,1360000.0
2024-04-01,125.6061,126.0747,125.5408,126.0092,1390000.0
2024-04-02,126.0092,126.7538,125.9008,126.6449,1420000.0
